date,type,category,amount,account,currency,description
2025-08-17 00:00:00,Expense,Cafe,20.0,acct_1,BYN,tag_1
2025-08-17 00:00:00,Expense,Leisure,11.0,acct_1,BYN,tag_1
2025-08-17 00:00:00,Expense,Food,5.0,acct_1,BYN,tag_1
2025-08-16 00:00:00,Expense,Gifts,10.0,acct_1,BYN,tag_1
2025-08-16 00:00:00,Expense,Food,5.0,acct_1,BYN,tag_1
2025-08-15 00:00:00,Expense,Food,0.0,acct_3,BYN,tag_1
2025-08-15 00:00:00,Expense,Food,22.0,acct_1,BYN,tag_1
2025-08-15 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_4
2025-08-15 00:00:00,Expense,Food,5.0,acct_1,BYN,tag_1
2025-08-15 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_1
2025-08-15 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_4
2025-08-14 00:00:00,Expense,Food,11.0,acct_1,BYN,tag_1
2025-08-13 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_1
2025-08-13 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_4
2025-08-13 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_3
2025-08-12 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_3
2025-08-12 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_4
2025-08-12 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_1
2025-08-12 00:00:00,Expense,Leisure,25.0,acct_1,BYN,tag_1
2025-08-11 00:00:00,Expense,Food,5.0,acct_1,BYN,tag_1
2025-08-11 00:00:00,Expense,Public transport,5.0,acct_1,BYN,tag_4
2025-08-08 00:00:00,Expense,Food,4.0,acct_1,BYN,tag_1
2025-08-06 00:00:00,Expense,Food,2.0,acct_3,BYN,tag_1
2025-08-05 00:00:00,Expense,Food,10.0,acct_1,BYN,tag_1
2025-08-05 00:00:00,Expense,Food,2.0,acct_3,BYN,tag_1
2025-08-05 00:00:00,Expense,Loan given,59.0,acct_1,BYN,tag_1
2025-08-04 00:00:00,Expense,Public transport,3.0,acct_2,BYN,tag_4
2025-08-04 00:00:00,Expense,Food,5.0,acct_1,BYN,tag_1
2025-08-04 00:00:00,Expense,Taxi,5.0,acct_1,BYN,tag_1
2025-08-03 00:00:00,Expense,Cafe,9.0,acct_1,BYN,tag_1
2025-08-03 00:00:00,Expense,Cafe,5.0,acct_1,BYN,tag_1
2025-08-03 00:00:00,Expense,Cafe,34.0,acct_1,BYN,tag_1
2025-08-02 00:00:00,Expense,Cafe,18.0,acct_1,BYN,tag_1
2025-08-01 00:00:00,Expense,Food,5.0,acct_3,BYN,tag_1
2025-08-01 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_4
2025-07-31 00:00:00,Expense,Health,31.0,acct_3,BYN,tag_1
2025-07-31 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_4
2025-07-31 00:00:00,Expense,Food,14.0,acct_3,BYN,tag_1
2025-07-31 00:00:00,Expense,Leisure,10.0,acct_1,BYN,tag_1
2025-07-30 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_4
2025-07-30 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_4
2025-07-29 00:00:00,Expense,Other,0.0,acct_3,BYN,tag_1
2025-07-28 00:00:00,Expense,Health,12.0,acct_1,BYN,tag_1
2025-07-23 00:00:00,Expense,Food,16.0,acct_1,BYN,tag_1
2025-07-22 00:00:00,Expense,Public transport,2.0,acct_2,BYN,tag_4
2025-07-22 00:00:00,Expense,Food,0.0,acct_3,BYN,tag_1
2025-07-22 00:00:00,Expense,Food,6.0,acct_1,BYN,tag_1
2025-07-22 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_4
2025-07-21 00:00:00,Expense,Food,27.0,acct_1,BYN,tag_1
2025-07-21 00:00:00,Expense,Food,4.0,acct_1,BYN,tag_1
2025-07-21 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_4
2025-07-21 00:00:00,Expense,Food,1.0,acct_3,BYN,tag_1
2025-07-21 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_4
2025-07-21 00:00:00,Expense,Food,3.0,acct_3,BYN,tag_1
2025-07-21 00:00:00,Expense,Leisure,11.0,acct_3,BYN,tag_1
2025-07-20 00:00:00,Expense,Taxi,14.0,acct_3,BYN,tag_1
2025-07-20 00:00:00,Expense,Public transport,2.0,acct_2,BYN,tag_3
2025-07-20 00:00:00,Expense,Job,64.0,acct_1,BYN,tag_1
2025-07-20 00:00:00,Expense,Cafe,8.0,acct_1,BYN,tag_1
2025-07-20 00:00:00,Expense,Food,10.0,acct_1,BYN,tag_1
2025-07-20 00:00:00,Expense,Leisure,11.0,acct_1,BYN,tag_1
2025-07-19 00:00:00,Expense,Food,40.0,acct_1,BYN,tag_1
2025-07-19 00:00:00,Expense,Job,11.0,acct_3,BYN,tag_1
2025-07-18 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_4
2025-07-17 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_4
2025-07-17 00:00:00,Expense,Health,36.0,acct_1,BYN,tag_1
2025-07-17 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_4
2025-07-16 00:00:00,Expense,Fines,24.0,acct_1,BYN,tag_1
2025-07-16 00:00:00,Expense,Food,4.0,acct_1,BYN,tag_1
2025-07-16 00:00:00,Expense,Taxi,21.0,acct_1,BYN,tag_1
2025-07-16 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_4
2025-07-16 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_4
2025-07-16 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_4
2025-07-15 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_4
2025-07-12 00:00:00,Expense,Gifts,36.0,acct_1,BYN,tag_1
2025-07-12 00:00:00,Expense,Food,12.0,acct_1,BYN,tag_1
2025-07-12 00:00:00,Expense,Food,4.0,acct_1,BYN,tag_1
2025-07-12 00:00:00,Expense,Food,5.0,acct_1,BYN,tag_1
2025-07-11 00:00:00,Expense,Gifts,4.0,acct_1,BYN,tag_1
2025-07-11 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_4
2025-07-11 00:00:00,Expense,Cafe,1.0,acct_3,BYN,tag_1
2025-07-11 00:00:00,Expense,Food,27.0,acct_1,BYN,tag_1
2025-07-09 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_4
2025-07-09 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_4
2025-07-09 00:00:00,Expense,Food,5.0,acct_1,BYN,tag_1
2025-07-09 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_4
2025-07-09 00:00:00,Expense,Cafe,14.0,acct_3,BYN,tag_1
2025-07-09 00:00:00,Expense,Cafe,4.0,acct_3,BYN,tag_1
2025-07-08 00:00:00,Expense,Cafe,1.0,acct_3,BYN,tag_1
2025-07-08 00:00:00,Expense,Cafe,10.0,acct_3,BYN,tag_1
2025-07-07 00:00:00,Expense,Job,32.0,acct_3,BYN,2th_work
2025-07-07 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_4
2025-07-07 00:00:00,Expense,Taxi,9.0,acct_1,BYN,tag_1
2025-07-07 00:00:00,Expense,Taxi,17.0,acct_1,BYN,tag_1
2025-07-07 00:00:00,Expense,Cafe,3.0,acct_3,BYN,tag_1
2025-07-07 00:00:00,Expense,Cafe,10.0,acct_1,BYN,tag_1
2025-07-06 00:00:00,Expense,Food,6.0,acct_1,BYN,tag_1
2025-07-06 00:00:00,Expense,Food,1.0,acct_3,BYN,tag_1
2025-07-06 00:00:00,Expense,Food,11.0,acct_1,BYN,tag_1
2025-07-06 00:00:00,Expense,Leisure,28.0,acct_1,BYN,tag_1
2025-07-06 00:00:00,Expense,Food,23.0,acct_1,BYN,tag_1
2025-07-06 00:00:00,Expense,Loan given,17.0,acct_1,BYN,tag_1
2025-07-05 00:00:00,Expense,Taxi,11.0,acct_1,BYN,tag_1
2025-07-05 00:00:00,Expense,Food,5.0,acct_1,BYN,tag_1
2025-07-04 00:00:00,Expense,Food,15.0,acct_1,BYN,tag_1
2025-07-04 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_4
2025-07-04 00:00:00,Expense,Public transport,2.0,acct_2,BYN,tag_1
2025-07-04 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_4
2025-07-04 00:00:00,Expense,Leisure,21.0,acct_1,BYN,tag_1
2025-07-03 00:00:00,Expense,Cafe,9.0,acct_1,BYN,tag_1
2025-07-03 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_3
2025-07-02 00:00:00,Expense,Gifts,59.0,acct_1,BYN,tag_1
2025-07-02 00:00:00,Expense,Food,5.0,acct_1,BYN,tag_1
2025-07-02 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_4
2025-07-02 00:00:00,Expense,Food,4.0,acct_1,BYN,tag_1
2025-07-02 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_4
2025-07-02 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_4
2025-07-01 00:00:00,Expense,Food,4.0,acct_1,BYN,tag_1
2025-06-30 00:00:00,Expense,Food,6.0,acct_1,BYN,tag_1
2025-06-30 00:00:00,Expense,Cafe,21.0,acct_1,BYN,tag_1
2025-06-30 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_4
2025-06-30 00:00:00,Expense,Food,8.0,acct_1,BYN,tag_1
2025-06-30 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_4
2025-06-29 00:00:00,Expense,Food,17.0,acct_1,BYN,tag_1
2025-06-28 00:00:00,Expense,Leisure,11.0,acct_3,BYN,tag_1
2025-06-28 00:00:00,Expense,Cafe,20.0,acct_1,BYN,tag_1
2025-06-28 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_2
2025-06-28 00:00:00,Expense,Food,6.0,acct_1,BYN,tag_1
2025-06-27 00:00:00,Expense,Taxi,18.0,acct_1,BYN,tag_1
2025-06-27 00:00:00,Expense,Food,5.0,acct_1,BYN,tag_1
2025-06-27 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_4
2025-06-27 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_3
2025-06-27 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_4
2025-06-26 00:00:00,Expense,Cafe,11.0,acct_1,BYN,tag_1
2025-06-26 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_4
2025-06-25 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_4
2025-06-25 00:00:00,Expense,Food,6.0,acct_1,BYN,tag_1
2025-06-25 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_4
2025-06-25 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_4
2025-06-25 00:00:00,Expense,Food,5.0,acct_1,BYN,tag_1
2025-06-24 00:00:00,Expense,Taxi,16.0,acct_1,BYN,tag_1
2025-06-24 00:00:00,Expense,Cafe,4.0,acct_1,BYN,tag_1
2025-06-24 00:00:00,Expense,Public transport,2.0,acct_2,BYN,tag_2
2025-06-23 00:00:00,Expense,Cafe,16.0,acct_1,BYN,tag_1
2025-06-22 00:00:00,Expense,Leisure,8.0,acct_1,BYN,tag_1
2025-06-21 00:00:00,Expense,Health,25.0,acct_1,BYN,tag_1
2025-06-20 00:00:00,Expense,Food,2.0,acct_3,BYN,tag_1
2025-06-20 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_4
2025-06-20 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_4
2025-06-20 00:00:00,Expense,Taxi,21.0,acct_1,BYN,tag_5
2025-06-20 00:00:00,Expense,Cafe,3.0,acct_3,BYN,tag_1
2025-06-20 00:00:00,Expense,Cafe,29.0,acct_1,BYN,tag_1
2025-06-20 00:00:00,Expense,Public transport,2.0,acct_2,BYN,tag_2
2025-06-19 00:00:00,Expense,Cafe,15.0,acct_1,BYN,tag_1
2025-06-19 00:00:00,Expense,Taxi,11.0,acct_1,BYN,2th_work
2025-06-18 00:00:00,Expense,Leisure,28.0,acct_1,BYN,tag_1
2025-06-18 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_4
2025-06-18 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_4
2025-06-17 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_4
2025-06-16 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_6
2025-06-16 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_6
2025-06-16 00:00:00,Expense,Health,5.0,acct_1,BYN,tag_1
2025-06-16 00:00:00,Expense,Food,5.0,acct_1,BYN,tag_1
2025-06-16 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_2
2025-06-16 00:00:00,Expense,Cafe,6.0,acct_1,BYN,tag_1
2025-06-16 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_2
2025-06-14 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_4
2025-06-14 00:00:00,Expense,Taxi,16.0,acct_1,BYN,tag_1
2025-06-13 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_4
2025-06-12 00:00:00,Expense,Food,16.0,acct_1,BYN,tag_1
2025-06-11 00:00:00,Expense,Health,43.0,acct_1,BYN,tag_1
2025-06-11 00:00:00,Expense,Food,11.0,acct_1,BYN,tag_1
2025-06-11 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_2
2025-06-10 00:00:00,Expense,Taxi,13.0,acct_3,BYN,tag_1
2025-06-10 00:00:00,Expense,Taxi,10.0,acct_1,BYN,tag_1
2025-06-10 00:00:00,Expense,Health,12.0,acct_1,BYN,tag_1
2025-06-10 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_4
2025-06-10 00:00:00,Expense,Health,43.0,acct_1,BYN,tag_1
2025-06-10 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_4
2025-06-10 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_4
2025-06-09 00:00:00,Expense,Food,10.0,acct_1,BYN,tag_1
2025-06-09 00:00:00,Expense,Taxi,11.0,acct_3,BYN,tag_1
2025-06-09 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_4
2025-06-09 00:00:00,Expense,Loan given,18.0,acct_1,BYN,tag_1
2025-06-08 00:00:00,Expense,Food,19.0,acct_3,BYN,tag_1
2025-06-08 00:00:00,Expense,Gifts,10.0,acct_1,BYN,tag_1
2025-06-07 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_4
2025-06-07 00:00:00,Expense,Food,10.0,acct_1,BYN,tag_1
2025-06-06 00:00:00,Expense,Taxi,15.0,acct_1,BYN,tag_1
2025-06-06 00:00:00,Expense,Food,6.0,acct_1,BYN,tag_1
2025-06-04 00:00:00,Expense,Health,27.0,acct_1,BYN,tag_1
2025-06-04 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_2
2025-06-03 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_2
2025-06-03 00:00:00,Expense,Food,23.0,acct_1,BYN,tag_1
2025-06-03 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_2
2025-06-03 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_2
2025-06-03 00:00:00,Expense,Cafe,5.0,acct_1,BYN,tag_1
2025-06-03 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_2
2025-06-02 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_4
2025-06-02 00:00:00,Expense,Public transport,5.0,acct_1,BYN,tag_4
2025-06-02 00:00:00,Expense,Food,6.0,acct_1,BYN,tag_1
2025-06-02 00:00:00,Expense,Food,1.0,acct_3,BYN,tag_1
2025-05-30 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_2
2025-05-30 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_2
2025-05-30 00:00:00,Expense,Food,11.0,acct_1,BYN,tag_1
2025-05-29 00:00:00,Expense,Cafe,3.0,acct_3,BYN,tag_1
2025-05-29 00:00:00,Expense,Cafe,2.0,acct_3,BYN,tag_1
2025-05-29 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_3
2025-05-29 00:00:00,Expense,University,2.0,acct_3,BYN,tag_1
2025-05-28 00:00:00,Expense,Public transport,2.0,acct_2,BYN,tag_6
2025-05-28 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_2
2025-05-28 00:00:00,Expense,Cafe,6.0,acct_3,BYN,tag_1
2025-05-28 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_3
2025-05-27 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_2
2025-05-27 00:00:00,Expense,Cafe,3.0,acct_3,BYN,tag_1
2025-05-27 00:00:00,Expense,Cafe,1.0,acct_3,BYN,tag_1
2025-05-27 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_2
2025-05-25 00:00:00,Expense,Cafe,2.0,acct_3,BYN,tag_1
2025-05-25 00:00:00,Expense,Taxi,18.0,acct_3,BYN,tag_1
2025-05-25 00:00:00,Expense,Gifts,139.0,acct_1,BYN,tag_1
2025-05-24 00:00:00,Expense,Public transport,2.0,acct_2,BYN,tag_2
2025-05-24 00:00:00,Expense,Cafe,20.0,acct_1,BYN,tag_1
2025-05-24 00:00:00,Expense,Leisure,42.0,acct_3,BYN,tag_1
2025-05-24 00:00:00,Expense,Taxi,24.0,acct_1,BYN,tag_1
2025-05-23 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_4
2025-05-23 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_2
2025-05-23 00:00:00,Expense,Cafe,1.0,acct_3,BYN,tag_1
2025-05-23 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_2
2025-05-22 00:00:00,Expense,Cafe,2.0,acct_3,BYN,tag_1
2025-05-22 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_2
2025-05-21 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_6
2025-05-21 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_2
2025-05-21 00:00:00,Expense,Cafe,3.0,acct_3,BYN,tag_1
2025-05-21 00:00:00,Expense,Cafe,1.0,acct_3,BYN,tag_1
2025-05-21 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_2
2025-05-20 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_3
2025-05-20 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_4
2025-05-20 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_2
2025-05-19 00:00:00,Expense,Job,3.0,acct_3,BYN,2th_work
2025-05-19 00:00:00,Expense,Job,23.0,acct_3,BYN,tag_1
2025-05-18 00:00:00,Expense,Gifts,9.0,acct_1,BYN,tag_1
2025-05-18 00:00:00,Expense,Food,6.0,acct_1,BYN,tag_1
2025-05-16 00:00:00,Expense,Cafe,6.0,acct_1,BYN,tag_1
2025-05-16 00:00:00,Expense,Taxi,14.0,acct_1,BYN,tag_1
2025-05-15 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_1
2025-05-15 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_4
2025-05-15 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_2
2025-05-15 00:00:00,Expense,Gifts,33.0,acct_1,BYN,tag_1
2025-05-15 00:00:00,Expense,Cafe,6.0,acct_1,BYN,tag_1
2025-05-15 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_2
2025-05-14 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_2
2025-05-14 00:00:00,Expense,Cafe,5.0,acct_1,BYN,tag_1
2025-05-14 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_2
2025-05-13 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_4
2025-05-13 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_4
2025-05-13 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_2
2025-05-13 00:00:00,Expense,Cafe,8.0,acct_1,BYN,tag_1
2025-05-12 00:00:00,Expense,Gifts,42.0,acct_1,BYN,tag_1
2025-05-12 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_1
2025-05-12 00:00:00,Expense,Cafe,5.0,acct_1,BYN,tag_1
2025-05-11 00:00:00,Expense,Taxi,10.0,acct_1,BYN,tag_1
2025-05-09 00:00:00,Expense,Cafe,11.0,acct_1,BYN,tag_1
2025-05-09 00:00:00,Expense,Gifts,9.0,acct_1,BYN,tag_1
2025-05-09 00:00:00,Expense,Gifts,8.0,acct_1,BYN,tag_1
2025-05-08 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_2
2025-05-07 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_4
2025-05-07 00:00:00,Expense,Cafe,5.0,acct_1,BYN,tag_1
2025-05-07 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_2
2025-05-07 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_2
2025-05-06 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_3
2025-05-06 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_4
2025-05-06 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_2
2025-05-06 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_2
2025-05-05 00:00:00,Expense,Food,4.0,acct_1,BYN,tag_1
2025-05-05 00:00:00,Expense,Taxi,14.0,acct_1,BYN,tag_1
2025-05-05 00:00:00,Expense,Cafe,5.0,acct_1,BYN,tag_1
2025-05-05 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_2
2025-05-04 00:00:00,Expense,Food,1.0,acct_3,BYN,tag_1
2025-05-04 00:00:00,Expense,Cafe,17.0,acct_1,BYN,tag_1
2025-05-03 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_2
2025-05-03 00:00:00,Expense,Taxi,16.0,acct_1,BYN,tag_1
2025-05-02 00:00:00,Expense,Leisure,33.0,acct_1,BYN,tag_1
2025-05-02 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_2
2025-05-02 00:00:00,Expense,Cafe,4.0,acct_1,BYN,tag_1
2025-05-01 00:00:00,Expense,Taxi,12.0,acct_1,BYN,tag_1
2025-05-01 00:00:00,Expense,Food,11.0,acct_1,BYN,tag_1
2025-04-29 00:00:00,Expense,Other,654.0,acct_1,BYN,tag_1
2025-04-28 00:00:00,Expense,Food,5.0,acct_1,BYN,tag_1
2025-04-27 00:00:00,Expense,Cafe,0.0,acct_3,BYN,tag_1
2025-04-27 00:00:00,Expense,Cafe,0.0,acct_3,BYN,tag_1
2025-04-27 00:00:00,Expense,Cafe,5.0,acct_1,BYN,tag_1
2025-04-27 00:00:00,Expense,Leisure,5.0,acct_1,BYN,tag_1
2025-04-26 00:00:00,Expense,Taxi,12.0,acct_1,BYN,tag_1
2025-04-26 00:00:00,Expense,Cafe,5.0,acct_1,BYN,tag_1
2025-04-25 00:00:00,Expense,Food,16.0,acct_1,BYN,tag_1
2025-04-25 00:00:00,Expense,Cafe,2.0,acct_3,BYN,tag_1
2025-04-25 00:00:00,Expense,Health,25.0,acct_1,BYN,tag_1
2025-04-25 00:00:00,Expense,Taxi,11.0,acct_1,BYN,tag_1
2025-04-23 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_6
2025-04-23 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_4
2025-04-23 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_3
2025-04-23 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_3
2025-04-23 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_3
2025-04-22 00:00:00,Expense,Food,2.0,acct_3,BYN,tag_1
2025-04-22 00:00:00,Expense,Cafe,23.0,acct_1,BYN,tag_1
2025-04-22 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_3
2025-04-22 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_3
2025-04-21 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_6
2025-04-21 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_2
2025-04-21 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_3
2025-04-19 00:00:00,Expense,Food,2.0,acct_3,BYN,tag_1
2025-04-18 00:00:00,Expense,Cafe,15.0,acct_1,BYN,tag_1
2025-04-18 00:00:00,Expense,Gifts,12.0,acct_3,BYN,tag_1
2025-04-18 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_3
2025-04-18 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_3
2025-04-17 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_3
2025-04-16 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_6
2025-04-16 00:00:00,Expense,Cafe,1.0,acct_3,BYN,tag_1
2025-04-16 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_2
2025-04-16 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_2
2025-04-15 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_4
2025-04-15 00:00:00,Expense,Cafe,5.0,acct_1,BYN,tag_1
2025-04-15 00:00:00,Expense,Cafe,6.0,acct_1,BYN,tag_1
2025-04-15 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_4
2025-04-14 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_2
2025-04-14 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_6
2025-04-14 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_2
2025-04-14 00:00:00,Expense,Gifts,9.0,acct_1,BYN,tag_1
2025-04-14 00:00:00,Expense,Cafe,3.0,acct_3,BYN,tag_1
2025-04-12 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_2
2025-04-12 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_2
2025-04-11 00:00:00,Expense,Clothes,161.0,acct_1,BYN,tag_1
2025-04-11 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_2
2025-04-10 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_2
2025-04-10 00:00:00,Expense,Cafe,6.0,acct_1,BYN,tag_1
2025-04-10 00:00:00,Expense,Taxi,9.0,acct_1,BYN,tag_1
2025-04-10 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_3
2025-04-09 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_3
2025-04-09 00:00:00,Expense,Food,11.0,acct_1,BYN,tag_1
2025-04-09 00:00:00,Expense,Cafe,4.0,acct_1,BYN,tag_1
2025-04-09 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_2
2025-04-09 00:00:00,Expense,Cafe,6.0,acct_1,BYN,tag_1
2025-04-08 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_3
2025-04-08 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_3
2025-04-08 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_2
2025-04-08 00:00:00,Expense,Cafe,6.0,acct_1,BYN,tag_1
2025-04-08 00:00:00,Expense,Taxi,9.0,acct_1,BYN,tag_1
2025-04-07 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_2
2025-04-07 00:00:00,Expense,Cafe,3.0,acct_3,BYN,tag_1
2025-04-07 00:00:00,Expense,Leisure,41.0,acct_3,BYN,tag_1
2025-04-07 00:00:00,Expense,Public transport,1.0,acct_2,BYN,tag_2
2025-04-05 00:00:00,Expense,Taxi,5.0,acct_1,BYN,tag_1
2025-04-05 00:00:00,Expense,Taxi,13.0,acct_1,BYN,tag_1
